La venganza de los punks _cast,role,imdb_page
Juan Valentín ,https://www.imdb.com//name/nm0884408/?ref_=ttfc_fc_cl_i1
Olga Rios,Jarocha,https://www.imdb.com//name/nm1134717/?ref_=ttfc_fc_cl_i2
Bruno Rey ,https://www.imdb.com//name/nm0721044/?ref_=ttfc_fc_cl_i3
Luz María Jerez ,https://www.imdb.com//name/nm0421917/?ref_=ttfc_fc_cl_i4
Anaís de Melo ,https://www.imdb.com//name/nm0210265/?ref_=ttfc_fc_cl_i5
El Fantasma,Tarzán,https://www.imdb.com//name/nm2570269/?ref_=ttfc_fc_cl_i6
Arturo Mason ,https://www.imdb.com//name/nm0556587/?ref_=ttfc_fc_cl_i7
Ana Luz Aldana ,https://www.imdb.com//name/nm0017395/?ref_=ttfc_fc_cl_i8
Ulises Aguirre ,https://www.imdb.com//name/nm1226758/?ref_=ttfc_fc_cl_i9
Socorro Albarrán ,https://www.imdb.com//name/nm0016341/?ref_=ttfc_fc_cl_i10
Arturo Von Son ,https://www.imdb.com//name/nm10815241/?ref_=ttfc_fc_cl_i11
Tito Guillen,, (as Tito Guillén),,,https://www.imdb.com//name/nm0347236/?ref_=ttfc_fc_cl_i12
Fidel Abrego ,https://www.imdb.com//name/nm0009315/?ref_=ttfc_fc_cl_i13
Viviana Oliva ,https://www.imdb.com//name/nm0646540/?ref_=ttfc_fc_cl_i14
Juan Moro ,https://www.imdb.com//name/nm0606007/?ref_=ttfc_fc_cl_i15
Laura Tovar ,https://www.imdb.com//name/nm0869822/?ref_=ttfc_fc_cl_i16
Alejandro Mohler,, (as Alejandro Moler),,,https://www.imdb.com//name/nm0596539/?ref_=ttfc_fc_cl_i17
Michelle Mayer ,https://www.imdb.com//name/nm0562478/?ref_=ttfc_fc_cl_i18
César Valdéz,, (as Cesar Valdez),,,https://www.imdb.com//name/nm0883863/?ref_=ttfc_fc_cl_i19
Blanca Nieves ,https://www.imdb.com//name/nm0631375/?ref_=ttfc_fc_cl_i20
Carlos Haupfogel ,https://www.imdb.com//name/nm1334213/?ref_=ttfc_fc_cl_i21
Laura Lorena ,https://www.imdb.com//name/nm5667182/?ref_=ttfc_fc_cl_i22
