Locos peligrosos _cast,role,imdb_page
Germán Valdés,Federico,(as Tin Tan),,,https://www.imdb.com//name/nm0848910/?ref_=ttfc_fc_cl_i1
Luis Aguilar,Pedro,https://www.imdb.com//name/nm0013566/?ref_=ttfc_fc_cl_i2
Yolanda Varela,Minerva,https://www.imdb.com//name/nm0889650/?ref_=ttfc_fc_cl_i3
Julio Villarreal,Don Julio Sarasate,https://www.imdb.com//name/nm0898085/?ref_=ttfc_fc_cl_i4
Marcelo Chávez,Sr. Conde, gerente hotel,https://www.imdb.com//name/nm0161672/?ref_=ttfc_fc_cl_i5
Paco Malgesto,Paco Malgesto,https://www.imdb.com//name/nm0539467/?ref_=ttfc_fc_cl_i6
Vicky Codina,Teresa García, de Camagüey,https://www.imdb.com//name/nm0168509/?ref_=ttfc_fc_cl_i7
Manuel 'Loco' Valdés,Puppy Lane,(as Manuel Valdes),,,https://www.imdb.com//name/nm0883829/?ref_=ttfc_fc_cl_i8
Ricardo Adalid,Empleado hotel,https://www.imdb.com//name/nm0010502/?ref_=ttfc_fc_cl_i9
Magda Donato,Clienta de don Julio,https://www.imdb.com//name/nm0232276/?ref_=ttfc_fc_cl_i10
Fidel Ángel Espino,Pepe,(as Fidel Espino),,,https://www.imdb.com//name/nm0260941/?ref_=ttfc_fc_cl_i11
Francisco Meneses,Empleado aduana,https://www.imdb.com//name/nm0351074/?ref_=ttfc_fc_cl_i12
Mario Cid,Fotógrafo,(as Mario Chavez),,,https://www.imdb.com//name/nm0162099/?ref_=ttfc_fc_cl_i13
Víctor Manuel Castro,, (as Manuel Castro),,,https://www.imdb.com//name/nm0145713/?ref_=ttfc_fc_cl_i14
Lupe Carriles,Bruja de los picachos,https://www.imdb.com//name/nm0140460/?ref_=ttfc_fc_cl_i15
Jorgito Kreutzmann,Botones,(as Jorge Flavio),,,https://www.imdb.com//name/nm0471068/?ref_=ttfc_fc_cl_i16
Michelangelo Verso,, (singing voice),,,https://www.imdb.com//name/nm4135733/?ref_=ttfc_fc_cl_i17
Ariadne Welter,María Mercedes,(as Ariadna Walter),,,https://www.imdb.com//name/nm0920628/?ref_=ttfc_fc_cl_i18
Roberto Pérez Vázquez,, (as Roberto Perez Vazquez y su Grupo),,,https://www.imdb.com//name/nm2966304/?ref_=ttfc_fc_cl_i19
