Fiebre de juventud _cast,role,imdb_page
Enrique Guzmán,Carlos,https://www.imdb.com//name/nm0350051/?ref_=ttfc_fc_cl_i1
Begoña Palacios,Silvia,https://www.imdb.com//name/nm0657231/?ref_=ttfc_fc_cl_i2
Rosa María Vázquez,Rita,https://www.imdb.com//name/nm0904834/?ref_=ttfc_fc_cl_i3
Fernando Luján,Luis,https://www.imdb.com//name/nm0525459/?ref_=ttfc_fc_cl_i4
Ernesto Albán,Don Jaime, padre de Rita y Silvia,(as Ernesto Alban),,,https://www.imdb.com//name/nm0016246/?ref_=ttfc_fc_cl_i5
Patricia Ronaldo ,https://www.imdb.com//name/nm0739892/?ref_=ttfc_fc_cl_i6
Guillermo Pareja ,https://www.imdb.com//name/nm0661235/?ref_=ttfc_fc_cl_i7
Lucho Gálvez ,https://www.imdb.com//name/nm0350636/?ref_=ttfc_fc_cl_i8
Pablo Vela ,https://www.imdb.com//name/nm0892214/?ref_=ttfc_fc_cl_i9
Armando Romero Rodas ,https://www.imdb.com//name/nm0739312/?ref_=ttfc_fc_cl_i10
Carmita Mancheño ,https://www.imdb.com//name/nm0541394/?ref_=ttfc_fc_cl_i11
José Hidalgo ,https://www.imdb.com//name/nm0383057/?ref_=ttfc_fc_cl_i12
Harry Crawford ,https://www.imdb.com//name/nm0186789/?ref_=ttfc_fc_cl_i13
Alejandro Mata ,https://www.imdb.com//name/nm0557987/?ref_=ttfc_fc_cl_i14
Julio Jaramillo ,https://www.imdb.com//name/nm0418563/?ref_=ttfc_fc_cl_i15
Graciela Rubira ,https://www.imdb.com//name/nm0748394/?ref_=ttfc_fc_cl_i16
