Amor a ritmo de go-go _cast,role,imdb_page
Javier Solís ,https://www.imdb.com//name/nm0813725/?ref_=ttfc_fc_cl_i1
Rosa María Vázquez,Lupe,https://www.imdb.com//name/nm0904834/?ref_=ttfc_fc_cl_i2
Eleazar García,Lucio,(as Eleazar García 'Chelelo'),,,https://www.imdb.com//name/nm0306071/?ref_=ttfc_fc_cl_i3
Leonorilda Ochoa,Leonor,https://www.imdb.com//name/nm0643753/?ref_=ttfc_fc_cl_i4
Raúl Astor,Don Guillermo,https://www.imdb.com//name/nm0040101/?ref_=ttfc_fc_cl_i5
Arturo Cobo,Hector,(as Arturo Cobo 'Cobitos'),,,https://www.imdb.com//name/nm0167934/?ref_=ttfc_fc_cl_i6
Consuelo Monteagudo ,https://www.imdb.com//name/nm0599120/?ref_=ttfc_fc_cl_i7
Carlota Solares ,https://www.imdb.com//name/nm0812703/?ref_=ttfc_fc_cl_i8
Carlos Guarneros ,https://www.imdb.com//name/nm0345416/?ref_=ttfc_fc_cl_i9
Carlos Romano ,https://www.imdb.com//name/nm0738858/?ref_=ttfc_fc_cl_i10
Tongolele,Tongolele,(as Yolanda Montes 'Tongolele'),,,https://www.imdb.com//name/nm0599600/?ref_=ttfc_fc_cl_i11
Los Rockin Devils,Themselves,https://www.imdb.com//name/nm0734267/?ref_=ttfc_fc_cl_i12
Los Hooligans,Themselves,https://www.imdb.com//name/nm0393690/?ref_=ttfc_fc_cl_i13
Leo Acosta,Self,https://www.imdb.com//name/nm0010213/?ref_=ttfc_fc_cl_i14
Rocío Garcel,Rubia en el salón a go go,https://www.imdb.com//name/nm2538319/?ref_=ttfc_fc_cl_i15
